date,t2m_max,t2m_min,t2m_mean,app_tmax,app_tmin,precip_mm,rain_mm,snow_mm,sun_h,wind10_max,gust10_max,winddir,sw_rad,et0,soil_t0_7,soil_m0_7,latitude,longitude,elevation_m,ndvi
2023-01-01,15.5,11.2,13.1,12.4,8.1,0.0,0.0,0.0,25498.63,30.5,51.8,136,5.55,1.27,12.3,0.343,43.6045,1.444,135.0,0.65
2023-01-02,13.5,10.0,12.1,10.7,7.8,0.1,0.1,0.0,0.0,34.5,58.7,171,1.47,0.93,12.2,0.343,43.6045,1.444,135.0,0.65
2023-01-03,11.9,5.8,9.3,10.2,4.3,0.0,0.0,0.0,10897.12,8.4,18.4,318,3.39,0.5,10.5,0.344,43.6045,1.444,135.0,0.65
2023-01-04,9.5,5.2,6.8,8.5,3.6,0.0,0.0,0.0,11558.68,4.6,12.6,114,3.92,0.48,8.3,0.34,43.6045,1.444,135.0,0.65
2023-01-05,12.7,3.7,7.8,11.5,0.9,0.0,0.0,0.0,28636.24,9.9,13.0,271,6.92,0.86,8.4,0.336,43.6045,1.444,135.0,0.65
2023-01-06,11.9,5.0,7.4,11.0,3.4,0.0,0.0,0.0,14342.77,7.1,12.6,138,3.92,0.55,8.6,0.324,43.6045,1.444,135.0,0.65
2023-01-07,14.0,5.9,9.7,11.6,3.3,0.0,0.0,0.0,27529.58,22.4,38.9,136,6.76,1.07,9.2,0.315,43.6045,1.444,135.0,0.65
2023-01-08,11.7,8.3,9.8,9.3,5.8,6.4,6.4,0.0,14399.55,22.8,38.2,171,4.17,0.61,9.7,0.351,43.6045,1.444,135.0,0.65
2023-01-09,10.0,7.3,8.5,6.3,2.4,13.2,13.2,0.0,18805.56,29.0,59.4,272,4.46,0.94,8.6,0.4,43.6045,1.444,135.0,0.65
2023-01-10,13.1,6.2,8.7,11.6,3.4,0.2,0.2,0.0,19720.99,20.6,36.7,248,5.02,0.82,8.9,0.382,43.6045,1.444,135.0,0.65
2023-01-11,10.9,4.3,7.5,8.0,1.7,3.6,3.6,0.0,4479.34,19.1,33.5,254,1.9,0.38,7.4,0.379,43.6045,1.444,135.0,0.65
2023-01-12,11.9,3.9,7.3,10.5,1.2,0.0,0.0,0.0,28800.0,13.8,24.5,229,6.84,0.81,7.5,0.381,43.6045,1.444,135.0,0.65
2023-01-13,13.5,5.7,9.1,10.3,2.9,1.5,1.5,0.0,24386.79,24.7,45.4,264,5.51,0.9,8.5,0.379,43.6045,1.444,135.0,0.65
2023-01-14,14.6,3.0,7.9,13.0,0.2,0.0,0.0,0.0,25968.55,15.0,25.6,144,7.53,1.08,7.9,0.372,43.6045,1.444,135.0,0.65
2023-01-15,9.2,3.1,7.0,5.8,0.3,2.5,2.5,0.0,10174.61,24.5,42.8,260,3.16,0.6,7.6,0.374,43.6045,1.444,135.0,0.65
2023-01-16,8.7,4.1,6.5,3.9,-0.1,8.2,8.2,0.0,0.0,33.0,58.3,243,2.52,0.76,6.6,0.4,43.6045,1.444,135.0,0.65
2023-01-17,7.5,4.1,6.0,3.5,-1.3,22.2,21.9,0.21,12699.82,32.1,60.5,254,4.92,0.75,6.3,0.428,43.6045,1.444,135.0,0.65
2023-01-18,6.2,1.6,3.7,1.4,-2.4,3.7,1.5,1.54,15765.89,25.8,45.0,281,6.16,0.92,5.1,0.409,43.6045,1.444,135.0,0.65
2023-01-19,6.3,1.4,3.2,2.6,-3.4,16.4,14.3,1.47,279.0,24.5,42.8,248,3.3,0.44,4.1,0.413,43.6045,1.444,135.0,0.65
2023-01-20,4.2,-0.6,1.8,-0.3,-4.3,7.2,4.4,1.96,16084.81,23.0,47.2,310,5.35,0.63,3.4,0.412,43.6045,1.444,135.0,0.65
2023-01-21,3.8,-2.8,0.5,-1.9,-6.6,1.2,0.4,0.56,20620.78,26.4,47.2,308,5.14,0.68,2.1,0.396,43.6045,1.444,135.0,0.65
2023-01-22,1.0,-2.1,-0.7,-5.1,-7.5,0.0,0.0,0.0,7840.22,26.0,49.0,289,4.35,0.67,1.6,0.391,43.6045,1.444,135.0,0.65
2023-01-23,1.9,-1.8,0.1,-3.6,-6.2,0.4,0.0,0.28,3808.73,19.8,36.7,288,3.32,0.64,1.8,0.385,43.6045,1.444,135.0,0.65
2023-01-24,4.9,-2.9,0.7,1.7,-6.6,0.0,0.0,0.0,30042.11,14.4,27.0,279,8.64,0.84,2.6,0.387,43.6045,1.444,135.0,0.65
2023-01-25,3.5,-3.5,0.1,-0.3,-7.5,0.1,0.1,0.0,13300.27,22.1,40.0,294,5.97,0.63,1.5,0.386,43.6045,1.444,135.0,0.65
2023-01-26,2.8,1.0,1.8,-1.5,-3.5,1.5,1.4,0.07,0.0,17.3,31.3,292,2.12,0.34,2.6,0.396,43.6045,1.444,135.0,0.65
2023-01-27,4.2,-1.3,1.7,-0.2,-6.0,2.2,2.1,0.07,792.35,23.4,42.5,292,2.73,0.42,2.6,0.392,43.6045,1.444,135.0,0.65
2023-01-28,4.2,0.6,2.7,-0.4,-3.3,0.2,0.2,0.0,16014.84,18.7,35.3,309,5.84,0.81,3.1,0.388,43.6045,1.444,135.0,0.65
2023-01-29,5.3,-0.2,2.3,1.6,-3.5,0.0,0.0,0.0,18817.7,10.4,23.0,294,6.64,0.75,3.9,0.381,43.6045,1.444,135.0,0.65
2023-01-30,6.2,-2.4,1.6,1.6,-6.1,0.0,0.0,0.0,30776.95,15.2,30.6,292,8.73,0.95,3.4,0.372,43.6045,1.444,135.0,0.65
2023-01-31,8.2,2.4,4.7,5.2,-1.3,0.0,0.0,0.0,0.0,10.9,21.6,284,3.06,0.63,4.6,0.368,43.6045,1.444,135.0,0.65
2023-02-01,8.2,2.3,5.7,5.1,-0.7,0.3,0.3,0.0,6078.77,13.0,25.6,287,4.7,0.65,6.1,0.365,43.6045,1.444,135.0,0.65
2023-02-02,9.8,-0.1,4.1,6.3,-3.7,0.0,0.0,0.0,31921.99,12.4,24.8,314,10.71,1.22,5.1,0.355,43.6045,1.444,135.0,0.65
2023-02-03,9.8,-2.2,2.8,6.7,-6.0,0.0,0.0,0.0,32249.08,11.8,23.0,303,11.01,1.17,3.8,0.35,43.6045,1.444,135.0,0.65
2023-02-04,9.1,-2.3,3.4,5.5,-6.2,0.0,0.0,0.0,32375.61,16.2,29.9,289,10.65,1.12,3.6,0.343,43.6045,1.444,135.0,0.65
2023-02-05,10.2,3.2,6.1,6.5,-0.5,0.0,0.0,0.0,7844.48,18.7,33.8,289,4.69,0.76,5.3,0.345,43.6045,1.444,135.0,0.65
2023-02-06,10.2,-1.0,4.4,7.8,-4.1,0.0,0.0,0.0,32768.29,11.1,18.4,316,11.13,1.3,5.8,0.337,43.6045,1.444,135.0,0.65
2023-02-07,7.7,-1.5,3.8,2.1,-5.4,1.3,1.3,0.0,11415.65,36.1,65.9,119,5.08,0.89,4.1,0.344,43.6045,1.444,135.0,0.65
2023-02-08,10.4,-0.3,5.2,6.2,-4.0,0.0,0.0,0.0,33100.26,21.0,36.4,106,10.98,1.63,5.4,0.349,43.6045,1.444,135.0,0.65
2023-02-09,10.0,-1.5,4.1,7.1,-5.6,0.0,0.0,0.0,33269.69,12.8,25.6,105,11.91,1.42,5.0,0.34,43.6045,1.444,135.0,0.65
2023-02-10,9.7,-3.1,3.0,6.4,-6.4,0.0,0.0,0.0,33441.25,10.4,18.0,292,12.02,1.41,3.4,0.337,43.6045,1.444,135.0,0.65
2023-02-11,12.0,-3.4,2.8,8.3,-7.4,0.0,0.0,0.0,33614.73,15.1,25.2,119,12.28,1.55,0.6,0.336,43.6045,1.444,135.0,0.65
2023-02-12,12.8,-2.0,4.7,9.2,-5.9,0.0,0.0,0.0,33789.93,14.5,28.4,127,12.47,1.67,2.8,0.334,43.6045,1.444,135.0,0.65
2023-02-13,14.0,0.2,6.4,9.9,-3.4,0.0,0.0,0.0,33966.64,17.8,33.5,131,12.48,1.75,4.1,0.328,43.6045,1.444,135.0,0.65
2023-02-14,14.5,6.0,8.9,10.2,2.4,0.0,0.0,0.0,33657.49,22.7,43.2,130,12.01,1.75,7.3,0.327,43.6045,1.444,135.0,0.65
2023-02-15,14.4,6.4,9.4,11.7,3.2,0.0,0.0,0.0,30531.39,20.7,34.6,133,10.63,1.57,8.8,0.322,43.6045,1.444,135.0,0.65
2023-02-16,14.0,4.2,8.1,12.5,1.6,0.0,0.0,0.0,28448.96,11.8,19.8,135,11.51,1.51,8.4,0.315,43.6045,1.444,135.0,0.65
2023-02-17,16.0,1.2,7.6,14.6,-1.7,0.0,0.0,0.0,34684.98,10.6,14.0,110,12.67,1.78,7.8,0.315,43.6045,1.444,135.0,0.65
2023-02-18,17.4,1.6,9.5,16.4,-0.6,0.0,0.0,0.0,34866.54,6.8,15.1,39,12.82,1.86,8.4,0.317,43.6045,1.444,135.0,0.65
2023-02-19,15.8,3.1,8.6,14.3,1.4,0.0,0.0,0.0,31742.94,10.1,18.7,343,11.77,1.61,8.7,0.306,43.6045,1.444,135.0,0.65
2023-02-20,17.1,3.1,8.6,15.9,1.1,0.0,0.0,0.0,21600.0,21.2,35.3,119,10.95,1.82,8.9,0.295,43.6045,1.444,135.0,0.65
2023-02-21,15.9,8.0,11.0,14.1,4.4,2.7,2.7,0.0,33488.6,19.1,35.3,136,11.21,1.77,10.3,0.294,43.6045,1.444,135.0,0.65
2023-02-22,14.5,6.7,10.2,12.8,5.1,8.0,8.0,0.0,8401.85,14.8,28.8,254,5.98,0.96,10.1,0.352,43.6045,1.444,135.0,0.65
2023-02-23,10.3,6.3,8.2,8.8,3.5,1.8,1.8,0.0,9794.76,19.7,37.1,240,5.52,0.76,8.8,0.359,43.6045,1.444,135.0,0.65
2023-02-24,9.7,2.9,5.8,7.0,-0.0,9.1,9.1,0.0,19534.32,20.3,34.9,277,8.05,1.1,7.4,0.39,43.6045,1.444,135.0,0.65
2023-02-25,9.0,-1.2,3.9,5.9,-4.0,0.0,0.0,0.0,12787.8,15.9,27.0,300,7.03,1.05,5.2,0.364,43.6045,1.444,135.0,0.65
2023-02-26,8.4,0.6,4.6,3.3,-4.5,0.0,0.0,0.0,35729.41,29.8,54.4,315,14.7,2.12,6.3,0.358,43.6045,1.444,135.0,0.65
2023-02-27,3.6,-1.8,1.4,-0.6,-6.3,0.3,0.0,0.21,25114.7,22.8,39.6,290,10.27,1.58,4.2,0.347,43.6045,1.444,135.0,0.65
2023-02-28,5.8,-1.8,2.0,0.7,-6.5,0.0,0.0,0.0,25515.21,18.2,40.0,285,11.52,1.66,4.0,0.342,43.6045,1.444,135.0,0.65
2023-03-01,6.5,-4.3,1.0,2.1,-8.5,0.0,0.0,0.0,36176.24,15.2,28.1,290,15.47,1.67,3.1,0.336,43.6045,1.444,135.0,0.65
2023-03-02,6.5,0.7,3.3,2.4,-3.9,0.5,0.4,0.07,5443.35,16.8,31.7,271,5.9,1.11,4.0,0.329,43.6045,1.444,135.0,0.65
2023-03-03,9.0,-1.3,4.0,5.4,-5.2,0.0,0.0,0.0,28349.05,11.0,24.1,286,10.7,1.43,4.9,0.326,43.6045,1.444,135.0,0.65
2023-03-04,10.6,-0.3,4.8,7.1,-4.2,0.0,0.0,0.0,34934.16,13.7,28.1,286,12.52,1.64,5.3,0.317,43.6045,1.444,135.0,0.65
2023-03-05,12.2,-1.2,5.5,9.7,-5.0,0.0,0.0,0.0,36742.48,10.5,22.0,284,16.42,2.04,6.3,0.31,43.6045,1.444,135.0,0.65
2023-03-06,9.5,-0.9,4.6,5.4,-4.3,0.0,0.0,0.0,23391.73,21.5,40.7,287,10.94,1.39,5.1,0.297,43.6045,1.444,135.0,0.65
2023-03-07,10.9,0.3,4.6,8.4,-3.2,4.1,4.1,0.0,10800.0,15.4,28.1,124,5.08,0.73,4.8,0.31,43.6045,1.444,135.0,0.65
2023-03-08,20.3,3.3,11.5,19.5,0.6,2.5,2.5,0.0,25200.0,14.4,25.9,152,12.33,2.17,8.9,0.34,43.6045,1.444,135.0,0.65
2023-03-09,19.1,9.1,13.4,17.7,7.9,9.2,9.2,0.0,33240.96,16.7,30.2,199,13.47,2.17,12.2,0.397,43.6045,1.444,135.0,0.65
2023-03-10,15.4,9.8,12.0,10.8,6.2,6.9,6.9,0.0,15420.37,36.2,65.2,275,7.96,1.6,11.2,0.404,43.6045,1.444,135.0,0.65
2023-03-11,15.8,11.8,14.5,11.5,10.2,4.9,4.9,0.0,0.0,32.7,57.6,278,3.2,1.46,12.3,0.408,43.6045,1.444,135.0,0.65
2023-03-12,17.2,11.5,13.8,16.9,10.2,2.9,2.9,0.0,5788.9,20.9,36.0,283,6.77,1.18,13.1,0.406,43.6045,1.444,135.0,0.65
2023-03-13,21.1,10.6,14.8,19.8,7.3,10.3,10.3,0.0,36000.0,34.5,60.8,152,16.49,2.79,13.6,0.393,43.6045,1.444,135.0,0.65
2023-03-14,12.4,9.5,10.8,7.8,4.3,10.3,10.3,0.0,33894.41,34.4,64.8,276,12.05,2.12,11.3,0.415,43.6045,1.444,135.0,0.65
2023-03-15,14.8,7.8,10.9,12.5,5.5,1.7,1.7,0.0,31382.2,21.4,38.5,288,11.44,1.8,11.1,0.409,43.6045,1.444,135.0,0.65
2023-03-16,16.5,6.1,10.9,11.7,3.2,0.0,0.0,0.0,39550.37,33.2,56.9,127,18.43,3.18,10.9,0.385,43.6045,1.444,135.0,0.65
2023-03-17,15.6,10.4,12.4,12.1,4.8,0.0,0.0,0.0,17975.96,34.8,60.5,128,11.52,2.28,12.3,0.37,43.6045,1.444,135.0,0.65
2023-03-18,16.2,9.5,12.1,14.2,6.5,7.5,7.5,0.0,29048.68,22.8,42.1,141,12.13,1.91,12.4,0.378,43.6045,1.444,135.0,0.65
2023-03-19,15.4,9.4,11.6,12.5,7.2,1.5,1.5,0.0,30200.14,20.9,41.0,274,11.65,1.79,11.8,0.4,43.6045,1.444,135.0,0.65
2023-03-20,15.5,4.8,10.0,14.4,2.8,0.0,0.0,0.0,39167.38,10.8,21.2,299,18.07,2.55,11.7,0.38,43.6045,1.444,135.0,0.65
2023-03-21,16.6,3.9,10.3,15.1,1.3,0.0,0.0,0.0,37249.99,8.8,19.4,125,15.12,2.3,11.0,0.368,43.6045,1.444,135.0,0.65
2023-03-22,21.2,3.5,11.8,19.9,0.6,0.0,0.0,0.0,31425.99,15.3,29.9,140,17.08,3.02,11.4,0.348,43.6045,1.444,135.0,0.65
2023-03-23,19.6,10.3,14.0,17.9,6.8,0.0,0.0,0.0,39108.45,25.0,43.9,143,17.11,2.99,14.0,0.33,43.6045,1.444,135.0,0.65
2023-03-24,16.5,10.3,12.8,14.2,8.1,0.5,0.5,0.0,18815.5,24.0,40.7,213,11.2,1.87,13.6,0.328,43.6045,1.444,135.0,0.65
2023-03-25,17.5,10.1,13.2,16.4,6.9,0.0,0.0,0.0,38655.32,14.0,29.5,263,18.75,3.14,13.4,0.331,43.6045,1.444,135.0,0.65
2023-03-26,14.9,9.7,11.8,9.5,3.8,3.8,3.8,0.0,15882.76,42.5,75.2,265,9.13,2.25,12.2,0.329,43.6045,1.444,135.0,0.65
2023-03-27,13.7,6.7,10.1,10.0,4.1,0.1,0.1,0.0,37200.09,27.9,56.5,307,13.87,2.15,11.0,0.336,43.6045,1.444,135.0,0.65
2023-03-28,18.4,2.4,10.0,16.2,-0.5,0.0,0.0,0.0,41799.55,18.2,31.0,119,20.73,3.43,10.7,0.325,43.6045,1.444,135.0,0.65
2023-03-29,21.9,8.4,13.8,20.5,4.2,0.0,0.0,0.0,41979.25,28.0,47.5,141,19.99,4.04,13.2,0.309,43.6045,1.444,135.0,0.65
2023-03-30,20.1,9.6,14.7,19.4,7.0,0.0,0.0,0.0,39916.05,27.6,46.4,173,17.85,3.18,14.8,0.298,43.6045,1.444,135.0,0.65
2023-03-31,16.1,9.6,13.0,11.9,7.6,2.2,2.2,0.0,13369.35,32.6,58.0,260,7.62,1.9,13.6,0.287,43.6045,1.444,135.0,0.65
2023-04-01,13.4,7.3,10.0,8.3,3.0,7.9,7.9,0.0,15985.86,34.0,61.6,267,8.14,1.46,10.9,0.306,43.6045,1.444,135.0,0.65
2023-04-02,12.9,6.7,9.4,8.3,2.8,3.6,3.6,0.0,34440.7,26.0,49.0,290,12.53,1.86,9.8,0.339,43.6045,1.444,135.0,0.65
2023-04-03,13.0,7.5,10.0,9.4,4.5,0.1,0.1,0.0,34882.63,17.9,34.6,307,12.33,1.97,10.8,0.331,43.6045,1.444,135.0,0.65
2023-04-04,13.6,2.3,8.2,10.1,-0.6,0.0,0.0,0.0,42963.22,18.9,36.4,297,22.86,3.1,10.2,0.315,43.6045,1.444,135.0,0.65
2023-04-05,15.5,3.6,8.9,12.6,0.5,0.0,0.0,0.0,43032.83,13.0,28.8,295,23.06,3.31,10.7,0.296,43.6045,1.444,135.0,0.65
2023-04-06,17.4,4.8,10.5,15.5,1.6,0.0,0.0,0.0,32741.81,12.5,23.8,292,19.01,3.2,10.8,0.274,43.6045,1.444,135.0,0.65
2023-04-07,19.1,3.2,11.5,18.1,0.4,0.0,0.0,0.0,43171.39,13.4,25.6,301,22.59,3.61,11.6,0.261,43.6045,1.444,135.0,0.65
2023-04-08,18.9,3.9,11.6,17.7,1.2,0.0,0.0,0.0,43200.0,9.7,20.5,55,23.54,3.68,12.2,0.247,43.6045,1.444,135.0,0.65
2023-04-09,21.0,4.3,12.7,21.3,1.5,0.0,0.0,0.0,43200.0,8.4,17.6,125,22.14,3.67,12.5,0.233,43.6045,1.444,135.0,0.65
2023-04-10,19.8,8.6,13.9,19.3,6.2,0.0,0.0,0.0,31861.47,16.7,29.5,272,17.77,3.15,13.7,0.228,43.6045,1.444,135.0,0.65
2023-04-11,19.4,11.0,14.5,18.1,9.8,0.5,0.5,0.0,30119.78,14.7,30.6,283,16.52,2.84,15.1,0.219,43.6045,1.444,135.0,0.65
2023-04-12,18.4,7.6,11.1,16.1,4.5,2.7,2.7,0.0,14420.08,27.6,54.4,268,9.73,1.76,11.9,0.218,43.6045,1.444,135.0,0.65
2023-04-13,11.2,5.5,8.0,6.4,1.6,7.6,7.6,0.0,25869.74,26.8,52.6,270,15.4,1.89,9.2,0.279,43.6045,1.444,135.0,0.65
2023-04-14,16.0,5.9,10.0,10.9,3.3,7.6,7.6,0.0,14386.59,37.3,65.5,265,8.07,1.46,9.7,0.36,43.6045,1.444,135.0,0.65
2023-04-15,14.5,9.7,11.6,8.9,5.2,2.3,2.3,0.0,36000.0,32.8,59.4,298,17.18,3.07,11.6,0.365,43.6045,1.444,135.0,0.65
2023-04-16,16.4,5.9,10.9,12.0,2.7,0.0,0.0,0.0,43467.33,23.1,43.6,300,21.02,3.36,11.8,0.334,43.6045,1.444,135.0,0.65
2023-04-17,16.3,4.1,10.8,13.3,1.3,0.0,0.0,0.0,29682.1,14.8,28.4,322,16.84,2.9,11.5,0.308,43.6045,1.444,135.0,0.65
2023-04-18,17.7,5.0,11.3,16.9,2.7,0.0,0.0,0.0,43904.91,8.6,19.1,358,22.0,3.41,12.7,0.289,43.6045,1.444,135.0,0.65
2023-04-19,21.8,6.2,14.2,21.0,2.9,0.0,0.0,0.0,44178.02,18.6,36.0,119,23.94,4.2,13.8,0.28,43.6045,1.444,135.0,0.65
2023-04-20,22.1,6.3,14.8,21.8,4.3,0.0,0.0,0.0,44528.44,14.5,28.1,180,21.94,4.05,14.7,0.268,43.6045,1.444,135.0,0.65
2023-04-21,22.4,9.2,15.2,21.5,7.3,0.0,0.0,0.0,44449.75,26.9,46.1,137,24.05,4.16,15.6,0.25,43.6045,1.444,135.0,0.65
2023-04-22,16.0,10.8,13.6,15.9,9.6,2.6,2.6,0.0,1646.75,27.5,46.8,185,5.87,1.33,14.7,0.255,43.6045,1.444,135.0,0.65
2023-04-23,19.6,8.3,12.7,18.3,6.5,3.8,3.8,0.0,26377.44,22.1,48.2,212,14.96,2.33,12.9,0.279,43.6045,1.444,135.0,0.65
2023-04-24,17.5,10.7,13.6,14.7,8.3,2.4,2.4,0.0,25678.16,19.8,37.1,286,13.93,2.38,13.5,0.314,43.6045,1.444,135.0,0.65
2023-04-25,15.0,12.7,13.6,14.1,12.0,7.2,7.2,0.0,0.0,14.6,27.4,308,5.17,0.99,13.7,0.365,43.6045,1.444,135.0,0.65
2023-04-26,17.4,11.2,14.4,18.7,11.2,5.9,5.9,0.0,0.0,8.6,19.1,247,7.27,1.33,14.3,0.367,43.6045,1.444,135.0,0.65
2023-04-27,24.2,12.0,17.9,26.4,11.6,0.0,0.0,0.0,37403.05,13.0,21.2,114,19.07,3.48,17.1,0.338,43.6045,1.444,135.0,0.65
2023-04-28,23.9,13.5,18.3,24.2,11.4,0.0,0.0,0.0,44243.61,24.5,43.9,137,22.23,4.3,18.1,0.307,43.6045,1.444,135.0,0.65
2023-04-29,20.4,13.1,16.8,20.6,12.9,12.7,12.7,0.0,5844.89,18.1,31.0,272,11.27,2.13,17.5,0.332,43.6045,1.444,135.0,0.65
2023-04-30,17.1,13.7,15.3,15.8,11.5,15.2,15.2,0.0,21097.58,24.2,42.5,280,11.35,1.78,15.9,0.419,43.6045,1.444,135.0,0.65
2023-05-01,18.7,11.8,14.6,16.1,9.5,10.5,10.5,0.0,34697.68,20.7,39.2,292,18.46,3.06,15.3,0.414,43.6045,1.444,135.0,0.65
2023-05-02,20.9,8.5,15.0,20.7,7.1,0.0,0.0,0.0,47000.89,13.4,26.3,312,26.72,4.4,15.9,0.386,43.6045,1.444,135.0,0.65
2023-05-03,25.1,8.3,16.7,24.2,6.0,0.0,0.0,0.0,46847.24,20.0,35.3,110,27.25,5.39,16.2,0.356,43.6045,1.444,135.0,0.65
2023-05-04,23.7,12.2,18.2,25.3,10.1,0.2,0.2,0.0,42644.05,27.8,48.2,140,21.65,4.28,18.3,0.335,43.6045,1.444,135.0,0.65
2023-05-05,23.7,13.9,18.4,26.1,12.1,0.8,0.8,0.0,44015.51,14.6,24.8,155,23.83,4.33,19.1,0.318,43.6045,1.444,135.0,0.65
2023-05-06,26.6,13.3,19.1,27.5,12.4,0.4,0.4,0.0,42602.36,18.1,35.3,139,24.26,4.55,19.0,0.303,43.6045,1.444,135.0,0.65
2023-05-07,20.4,14.3,16.7,20.3,13.2,3.6,3.6,0.0,27870.35,17.9,34.9,288,16.1,2.85,17.7,0.325,43.6045,1.444,135.0,0.65
2023-05-08,20.5,11.1,15.7,19.6,9.7,0.2,0.2,0.0,37391.92,16.6,33.1,292,18.2,3.16,16.9,0.325,43.6045,1.444,135.0,0.65
2023-05-09,17.2,11.7,14.7,16.5,10.9,7.3,7.3,0.0,8806.3,26.0,46.1,270,6.18,1.21,15.0,0.341,43.6045,1.444,135.0,0.65
2023-05-10,16.5,10.8,13.4,13.4,8.0,2.9,2.9,0.0,41915.01,23.7,47.9,286,19.74,3.06,14.4,0.367,43.6045,1.444,135.0,0.65
2023-05-11,16.3,9.2,12.2,13.4,6.7,1.9,1.9,0.0,34618.57,22.5,42.5,284,16.56,2.62,13.5,0.36,43.6045,1.444,135.0,0.65
2023-05-12,15.8,8.5,11.7,13.0,6.5,3.8,3.8,0.0,33246.78,16.9,33.5,293,16.62,2.53,13.0,0.363,43.6045,1.444,135.0,0.65
2023-05-13,18.1,9.5,13.1,15.6,7.3,11.0,11.0,0.0,26389.57,19.9,38.2,289,16.13,2.64,13.6,0.361,43.6045,1.444,135.0,0.65
2023-05-14,19.0,10.3,14.0,17.4,7.9,6.8,6.8,0.0,30921.84,21.5,42.8,286,17.18,2.84,14.2,0.37,43.6045,1.444,135.0,0.65
2023-05-15,18.5,11.3,14.0,15.6,8.6,3.2,3.2,0.0,27923.61,25.4,46.4,286,17.84,2.81,14.6,0.373,43.6045,1.444,135.0,0.65
2023-05-16,16.3,10.6,13.2,13.2,7.6,3.5,3.5,0.0,40874.62,27.2,50.8,307,18.94,3.19,14.2,0.397,43.6045,1.444,135.0,0.65
2023-05-17,17.5,7.6,12.7,14.0,4.5,0.0,0.0,0.0,38116.93,21.7,39.6,318,20.03,3.8,13.7,0.368,43.6045,1.444,135.0,0.65
2023-05-18,15.6,9.3,12.6,13.3,6.6,0.0,0.0,0.0,7379.35,16.3,28.1,286,8.32,2.18,13.4,0.348,43.6045,1.444,135.0,0.65
2023-05-19,16.5,11.1,13.5,14.9,8.9,1.8,1.8,0.0,16585.92,19.4,33.8,275,12.6,2.48,13.8,0.341,43.6045,1.444,135.0,0.65
2023-05-20,19.1,9.6,14.4,17.4,7.5,0.7,0.7,0.0,37586.2,14.4,28.8,278,16.42,2.97,14.8,0.331,43.6045,1.444,135.0,0.65
2023-05-21,18.1,12.0,15.0,18.4,10.8,1.7,1.7,0.0,24675.98,13.4,26.6,277,15.32,2.58,15.9,0.32,43.6045,1.444,135.0,0.65
2023-05-22,21.2,11.4,17.1,22.1,10.6,0.5,0.5,0.0,41646.7,11.0,20.2,311,20.66,3.55,17.1,0.319,43.6045,1.444,135.0,0.65
2023-05-23,23.5,12.9,17.9,26.2,12.9,0.9,0.9,0.0,43373.61,13.8,23.8,280,20.06,3.59,18.5,0.312,43.6045,1.444,135.0,0.65
2023-05-24,21.4,14.3,17.2,22.0,14.6,15.5,15.5,0.0,24246.17,16.8,36.4,274,15.2,2.66,17.7,0.387,43.6045,1.444,135.0,0.65
2023-05-25,20.6,12.4,16.5,20.6,10.8,0.1,0.1,0.0,48578.17,18.4,32.0,271,25.34,4.23,17.5,0.368,43.6045,1.444,135.0,0.65
2023-05-26,25.7,10.9,18.7,28.4,10.5,0.0,0.0,0.0,49905.29,10.1,24.8,103,27.64,4.94,18.5,0.337,43.6045,1.444,135.0,0.65
2023-05-27,27.6,12.8,20.4,30.1,12.3,0.0,0.0,0.0,49957.22,8.7,18.7,106,26.67,5.16,20.1,0.309,43.6045,1.444,135.0,0.65
2023-05-28,28.0,13.4,20.7,30.2,13.1,0.0,0.0,0.0,49662.14,12.1,24.8,140,26.15,5.11,20.8,0.288,43.6045,1.444,135.0,0.65
2023-05-29,25.3,12.1,19.4,27.1,11.9,1.0,1.0,0.0,49674.11,13.0,26.6,81,26.35,4.88,20.4,0.309,43.6045,1.444,135.0,0.65
2023-05-30,26.0,13.1,19.9,28.4,13.0,0.2,0.2,0.0,44967.94,9.0,17.3,114,26.34,4.91,21.1,0.286,43.6045,1.444,135.0,0.65
2023-05-31,25.5,15.4,19.0,28.6,16.1,10.1,10.1,0.0,36000.0,15.8,43.9,214,22.11,3.95,20.4,0.288,43.6045,1.444,135.0,0.65
2023-06-01,24.5,14.9,19.4,24.5,15.2,11.0,11.0,0.0,46891.7,20.8,42.5,123,22.99,4.39,19.8,0.364,43.6045,1.444,135.0,0.65
2023-06-02,25.7,12.8,19.4,27.6,12.1,0.4,0.4,0.0,37905.25,12.3,29.2,85,23.58,4.47,20.2,0.313,43.6045,1.444,135.0,0.65
2023-06-03,25.0,14.5,19.9,26.7,14.9,0.9,0.9,0.0,46464.43,14.0,28.8,119,24.2,4.45,20.7,0.293,43.6045,1.444,135.0,0.65
2023-06-04,25.6,14.2,20.1,28.0,14.4,0.6,0.6,0.0,45889.72,16.2,32.0,136,25.35,4.69,21.2,0.307,43.6045,1.444,135.0,0.65
2023-06-05,26.8,15.0,20.9,29.8,15.6,0.1,0.1,0.0,47541.36,11.3,23.4,134,26.17,5.04,22.0,0.278,43.6045,1.444,135.0,0.65
2023-06-06,27.5,15.2,20.7,29.1,16.1,2.1,2.1,0.0,50400.0,15.5,31.0,126,23.01,4.45,21.6,0.306,43.6045,1.444,135.0,0.65
2023-06-07,27.1,15.3,21.5,27.5,15.5,0.0,0.0,0.0,44941.96,21.5,40.0,121,23.93,4.92,21.7,0.284,43.6045,1.444,135.0,0.65
